"Ocupacion","NoPago","TotalMonto","EstadoContrato","Producto","FechaInicioC","FechaAdjudicación","FechaUltimoPago","FechaProyectadaFin","MontoVencido","Mensualidad","Ingresos","Legal","EdadActual","AZULEstatus","AdjudicaReal","PagosPuntuales","CostoAdmin","Genero","PersonaTipo","dtEstadoContrato","GrupoOrigenVenta","SemanasAdjud","Pagos9","Domicilia_Pago","Email","timetotV"
97,17,102015,7,1,20201218,20210820,20220602,20251218,3400,2000,8808,1,42,0,0,15,6793,1,0,2,2,35,9,0,1,19
58,51,283930,1,0,20180316,20180921,20220601,20230316,4732,4732,21591,1,38,1,2,50,21795,0,0,1,0,27,8,0,1,52
53,25,143536,1,0,20200515,20200619,20220601,20250515,2392,2392,13030,1,41,1,2,24,10202,0,0,1,2,5,8,0,1,26
108,34,212618,1,1,20190816,20200515,20220603,20240816,7086,3543,18948,1,34,0,0,32,14117,0,0,1,2,39,8,0,1,35
121,50,305702,6,1,20180316,20180921,20220531,20230316,10190,5095,24114,1,40,0,0,48,21416,0,0,2,3,27,9,0,1,51
15,35,238617,5,0,20151016,20160318,20180730,20201016,7952,3976,17469,1,53,1,2,33,17147,1,0,2,3,22,8,1,1,36
58,47,287307,1,0,20180420,20181116,20220602,20230420,0,4788,30363,1,48,1,2,47,20113,1,0,1,0,30,7,0,1,47
125,40,247851,7,1,20181221,20190719,20220602,20231221,0,4130,23813,1,31,0,0,40,16842,0,0,2,0,30,8,0,1,40
62,24,112664,7,1,20200619,20210326,20220601,20250619,1877,2000,6177,1,35,0,0,23,9769,1,0,2,2,40,8,0,1,25
5,60,381990,0,1,20170519,20180119,20220428,20220519,12732,6366,35365,1,26,0,0,58,26066,0,0,0,0,35,9,0,1,62
96,51,312992,0,0,20180316,20190315,20220601,20230316,5216,5216,16216,1,42,0,0,50,21795,0,0,0,0,52,8,0,1,52
97,60,311472,1,0,20151016,20151218,20200929,20201016,5191,5191,19207,1,48,1,2,59,28020,1,0,1,0,9,9,0,1,61
50,25,141815,1,0,20200515,20200717,20220502,20250515,2363,2363,12383,1,37,1,2,24,10202,0,0,1,2,9,8,0,1,26
97,25,193504,8,0,20200515,20201120,20220602,20250515,3225,3225,11936,1,52,1,2,24,10202,0,0,2,0,27,8,0,1,26
45,53,381048,7,0,20180119,20190816,20220601,20230119,6350,6350,41405,1,56,0,0,52,22724,1,1,2,2,82,9,0,1,54
50,20,120819,7,1,20200918,20210716,20220603,20250918,0,2013,10242,1,44,0,0,20,8058,0,0,2,2,43,9,0,1,20
50,17,81578,7,1,20210122,20210924,20220603,20260122,2718,2000,7777,1,31,0,0,15,6793,1,0,2,2,35,6,0,1,18
50,60,351693,1,1,20170120,20170317,20220111,20220120,5861,5861,29832,1,29,1,2,59,27361,0,0,1,0,8,8,0,1,61
58,48,280964,6,0,20151016,20151120,20190812,20201016,9364,4682,19848,1,42,1,2,46,22942,1,0,2,3,5,7,0,1,49
50,50,255899,0,0,20180316,20190315,20220530,20230316,0,4264,19284,1,24,0,0,50,21416,1,0,0,0,52,8,0,1,50
68,43,272959,1,1,20180921,20190315,20220516,20230921,9098,4549,20939,1,34,0,0,41,18195,0,0,1,2,25,9,0,1,44
125,57,276136,5,0,20170217,20180119,20211007,20220217,41418,4602,20330,0,26,0,0,48,25204,0,0,2,0,48,9,1,1,65
50,59,219609,0,0,20151016,20160819,20200919,20201016,3660,3660,23008,1,60,0,0,58,27597,0,1,0,3,44,7,0,1,60
97,50,312237,6,0,20180316,20190315,20220601,20230316,0,5203,24319,1,29,0,0,50,21416,1,0,2,2,52,8,0,1,50
62,20,141980,7,1,20200821,20210416,20220601,20250821,0,2366,13189,1,31,0,0,20,8103,0,0,2,2,34,7,0,1,20
100,27,174820,1,1,20200221,20201120,20220516,20250221,2913,2913,16318,1,23,0,0,26,11059,1,0,1,2,39,9,0,1,28
50,48,334378,1,0,20180615,20180615,20220406,20230615,0,5572,18867,1,52,1,2,48,20411,1,0,1,0,0,8,0,1,48
18,59,429582,0,0,20170519,20180420,20220412,20220519,0,7159,38605,1,27,0,0,59,25687,0,0,0,0,48,9,1,1,59
58,59,290978,0,0,20170519,20180615,20220531,20220519,0,4849,32961,1,43,0,0,59,25687,1,0,0,3,56,9,1,1,59
50,34,201649,1,1,20190816,20200821,20220603,20240816,3360,3360,23062,1,18,0,0,33,14117,1,0,1,2,53,7,0,1,35
97,51,295237,0,0,20180316,20190215,20220602,20230316,0,4920,23128,1,47,0,0,51,21795,1,0,0,2,48,8,0,1,51
13,50,243116,6,0,20180119,20181221,20220208,20230119,4051,4051,16126,1,37,0,0,49,21498,0,0,2,0,48,9,0,1,51
97,49,258211,0,0,20180518,20190315,20220601,20230518,0,4303,19544,1,47,0,0,49,20873,0,0,0,0,43,7,0,1,49
11,15,41687,0,0,20170120,20170721,20180220,20220120,5552,2000,4348,0,23,0,0,7,7173,0,0,0,3,26,8,0,1,23
50,53,242434,0,0,20180119,20190426,20220601,20230119,0,4040,19711,1,33,0,0,53,22724,1,0,0,0,66,8,1,1,53
91,54,247683,1,1,20171215,20180216,20220601,20221215,4128,4128,23874,1,54,1,2,53,23193,0,0,1,3,9,8,1,1,55
23,54,328892,0,1,20171215,20180720,20220602,20221215,10962,5481,20233,1,35,0,0,52,23193,0,0,0,2,31,8,0,1,56
45,59,214318,0,0,20151016,20161021,20200702,20201016,21426,3571,17429,0,37,0,0,53,27694,1,0,0,0,53,6,0,1,62
52,50,208257,0,0,20151016,20170519,20191106,20201016,20820,3470,11872,0,43,0,0,44,23734,1,0,0,3,83,9,0,1,53
28,44,230652,1,0,20180921,20190816,20220602,20230921,7688,3844,13167,1,32,0,0,42,18574,1,0,1,2,47,9,0,1,45
5,53,432142,6,1,20171215,20180921,20220516,20221215,14404,7202,49463,1,37,0,0,51,22814,1,0,2,0,40,8,0,1,55
28,51,369129,0,1,20180316,20190315,20220603,20230316,0,6152,34573,1,49,0,0,51,21795,0,0,0,0,52,8,1,1,51
97,55,377959,6,0,20170915,20190215,20220228,20220915,6299,6299,37773,1,40,0,0,54,23861,0,0,2,4,74,8,0,0,56
45,51,377752,0,1,20170421,20171117,20210618,20220421,12590,6295,39207,1,54,0,0,49,22634,0,0,0,5,30,8,0,1,52
50,60,408785,5,0,20161216,20170818,20220412,20211216,0,6813,37665,1,44,0,0,60,26690,1,0,2,3,35,8,1,1,60
97,49,308115,0,0,20151016,20161021,20191014,20201016,0,5135,21941,1,75,0,0,49,23383,1,1,0,3,53,7,0,1,49
68,60,313852,0,0,20151016,20161021,20200803,20201016,5230,5230,30955,1,52,0,0,59,28118,0,0,0,3,53,9,0,1,61
69,23,223707,7,1,20200619,20210528,20220602,20250619,3728,3728,15782,1,73,0,0,22,9338,0,1,2,0,49,8,0,1,24
52,60,364440,6,0,20160617,20160715,20210531,20210617,6074,6074,31378,1,32,1,2,59,27229,0,0,2,0,4,7,0,1,61
58,29,280289,6,0,20170616,20170616,20191004,20220616,42039,4671,30101,0,42,1,2,20,13228,0,0,2,0,0,8,0,1,37
21,59,391548,0,0,20151016,20160819,20220228,20201016,52200,6525,41716,0,32,0,0,51,35416,0,0,0,3,44,7,0,1,62
58,60,440239,0,0,20161021,20180216,20220530,20211021,0,7337,30866,1,27,0,0,60,29130,1,0,0,3,69,9,1,1,60
123,57,426833,0,0,20170421,20180720,20220104,20220421,14226,7113,30159,1,29,0,0,55,25016,0,0,0,0,65,9,0,1,59
58,49,262253,0,0,20180420,20190215,20220602,20230420,8740,4370,21619,1,45,0,0,47,20873,0,0,0,0,43,9,0,1,50
95,58,357097,1,0,20151016,20151120,20201014,20201016,5951,5951,32898,1,47,1,2,57,27268,1,0,1,0,5,8,1,1,59
85,29,210515,1,1,20200117,20201016,20220601,20250117,0,3508,18660,1,26,0,0,29,11921,0,0,1,0,39,8,0,1,29
97,53,307166,0,0,20171215,20190118,20220513,20221215,0,5119,17659,1,47,0,0,53,22814,0,0,0,2,57,7,0,1,53
58,45,346654,5,0,20151016,20160115,20190507,20201016,40439,5777,32432,0,36,1,2,38,21616,0,0,2,3,13,5,0,1,51
56,45,323726,7,1,20180817,20190621,20220601,20230817,10790,5395,22635,1,41,0,0,43,19030,1,0,2,2,44,8,0,1,46
97,53,426999,5,0,20171117,20171117,20220524,20221117,7116,7116,42634,1,22,1,2,52,22814,0,0,2,3,0,9,1,1,54
56,13,73858,1,1,20210521,20220120,20220603,20260521,0,2000,7232,1,60,1,2,13,5136,1,1,1,0,34.8571428571429,8,0,1,13
50,55,347541,0,0,20170616,20180216,20220509,20220616,11584,5792,27182,1,22,0,0,53,24050,0,0,0,0,35,9,0,1,57
97,51,459165,0,0,20180316,20190118,20220505,20230316,0,7652,43472,1,54,0,0,51,21795,1,0,0,0,44,7,0,1,51
6,56,346357,6,1,20170915,20181116,20220512,20220915,11544,5772,18495,1,41,0,0,54,24242,0,0,2,0,61,7,0,1,57
97,55,397451,0,0,20171117,20210219,20220602,20221117,6624,6624,33481,1,45,0,0,54,23666,0,0,0,3,170,8,0,1,56
15,56,345481,0,0,20170915,20181019,20220602,20220915,5758,5758,30828,1,47,0,0,55,24242,1,0,0,0,57,8,0,1,57
126,60,292625,0,0,20151016,20160923,20201216,20201016,4877,4877,22246,1,32,0,0,59,29802,1,0,0,3,49,7,0,1,61
62,37,247482,0,1,20190315,20200515,20220524,20240315,8248,4124,23844,1,26,0,0,35,15510,0,0,0,0,61,6,0,1,39
62,26,179743,1,1,20200221,20200918,20220531,20250221,5990,2995,13571,1,54,0,0,24,10680,0,0,1,2,30,9,0,1,28
50,29,309586,6,0,20151016,20151218,20180102,20201016,10318,5159,22372,1,27,1,2,27,14382,0,0,2,3,9,8,0,1,30
58,27,401066,1,0,20200221,20210528,20220602,20250221,13368,6684,44621,1,54,1,2,25,11059,1,0,1,2,66,8,0,1,29
45,38,131960,0,0,20151016,20160923,20181029,20201016,17592,2199,11409,0,49,0,0,30,18507,1,0,0,0,49,7,0,1,39
35,37,406410,7,0,20190426,20200320,20220602,20240426,13546,6773,44412,1,56,0,0,35,15446,0,1,2,3,47,9,0,1,38
23,41,600443,6,0,20181221,20190118,20220603,20231221,20014,10007,50452,1,20,1,2,39,17221,0,0,2,3,4,9,0,1,42
42,12,187158,6,0,20180921,20180921,20190826,20230921,15595,3119,15327,0,38,1,2,7,5340,0,0,2,0,0,8,0,1,17
117,30,192029,0,1,20191220,20200717,20220602,20241220,3200,3200,16849,1,32,0,0,29,12356,0,0,0,3,30,8,0,1,31
28,47,377432,6,0,20151016,20151120,20190715,20201016,6290,6290,34951,1,26,1,2,46,22501,1,0,2,3,5,9,0,1,48
97,45,381092,0,1,20161021,20170616,20200604,20211021,12702,6351,33773,1,24,0,0,43,20601,0,0,0,5,34,9,1,1,47
69,51,293484,0,0,20180316,20190315,20220602,20230316,0,4891,21775,1,50,0,0,51,21795,1,0,0,2,52,8,0,1,51
97,59,378702,0,0,20170421,20180720,20220502,20220421,0,6311,27160,1,54,0,0,59,25789,0,0,0,3,65,9,0,1,59
28,37,387378,0,1,20190426,20200417,20220527,20240426,12912,6456,28560,1,26,0,0,35,15446,1,0,0,0,51,8,0,1,39
42,8,168406,6,0,20180921,20180921,20190405,20230921,19642,2806,19174,0,38,1,2,1,3570,0,0,2,0,0,8,0,1,12
97,48,259357,1,0,20180420,20190426,20220329,20230420,21610,4322,23846,0,42,0,0,43,20494,0,0,1,4,53,8,1,1,52
23,16,103474,6,0,20180119,20190118,20190306,20230119,17240,2000,9661,0,36,0,0,6,7278,0,0,2,0,52,9,0,1,22
111,26,212098,1,0,20200417,20210219,20220601,20250417,3534,3534,15762,1,49,0,0,25,10630,0,0,1,3,44,8,1,1,27
50,17,103079,1,1,20210122,20210924,20220603,20260122,3434,2000,9736,1,48,1,2,15,6793,1,0,1,2,35,7,0,1,19
15,26,115216,0,0,20180817,20190621,20200807,20230817,7680,2000,9815,0,39,0,0,22,11430,1,0,0,0,44,7,0,1,28
10,43,494074,6,1,20181019,20190517,20220505,20231019,8234,8234,42462,1,25,0,0,42,18120,1,0,2,0,30,9,0,1,44
42,24,250489,7,1,20200619,20210618,20220503,20250619,4174,4174,14470,1,25,0,0,23,9769,0,0,2,0,52,8,0,1,25
68,42,479760,5,0,20170120,20171117,20200611,20220120,7996,7996,54765,1,57,0,0,41,19100,0,1,2,0,43,9,0,1,43
118,26,144668,1,1,20171020,20180615,20191014,20221020,16877,2411,11066,0,29,1,2,19,11788,0,0,1,0,34,8,0,1,28
80,31,280671,6,0,20170421,20170421,20191008,20220421,28062,4677,28306,0,34,1,2,25,14194,1,0,2,0,0,5,0,1,36
34,41,284051,7,1,20190215,20190920,20220601,20240215,9468,4734,27505,1,38,0,0,39,17221,1,0,2,2,31,7,1,1,43
18,34,148397,0,0,20151016,20160923,20180604,20201016,17311,2473,16999,0,23,0,0,27,16688,1,0,0,0,49,8,1,1,38
58,51,398156,0,0,20180316,20190426,20220601,20230316,6635,6635,28363,1,47,0,0,50,21795,0,0,0,0,58,7,1,1,52
72,35,372532,6,0,20151016,20160115,20180730,20201016,55872,6208,32594,0,38,1,2,26,17147,1,0,2,4,13,8,0,1,41
50,60,353513,0,0,20151016,20160923,20200902,20201016,53019,5891,29270,0,48,0,0,51,28020,0,0,0,3,49,7,0,1,61
97,44,251949,1,1,20160715,20170120,20200212,20210715,33592,4199,22362,0,26,1,2,36,20407,0,0,1,0,27,9,0,1,45
58,16,312188,1,1,20210122,20210820,20220602,20260122,10406,5203,27633,1,41,0,0,14,6374,0,0,1,2,30,9,1,1,17
50,25,183434,6,0,20180817,20190315,20200722,20230817,12228,3057,16839,0,44,0,0,21,11006,0,0,2,2,30,9,0,1,29
32,56,352742,0,0,20170421,20180119,20211130,20220421,11758,5879,36031,1,50,0,0,54,24626,0,0,0,0,39,9,0,1,57
97,41,481715,7,0,20171117,20200221,20210325,20221117,8028,8028,33990,1,39,0,0,40,18057,0,0,2,0,118,6,0,1,42
50,55,399144,0,0,20171117,20180817,20220603,20221117,0,6652,41708,1,39,0,0,55,23666,1,0,0,5,39,9,1,1,55
27,60,400510,0,0,20151016,20160819,20200901,20201016,0,6675,41385,1,33,0,0,60,28020,1,0,0,3,44,9,0,1,60
23,46,306028,1,0,20180817,20190621,20220602,20230817,0,5100,26349,1,32,0,0,46,19488,1,0,1,3,44,8,0,1,46
86,48,288947,1,0,20180420,20180817,20220525,20230420,4815,4815,22960,1,44,1,2,47,20494,1,0,1,0,17,9,0,1,49
40,38,382946,1,0,20190315,20191220,20220601,20240315,0,6382,20620,1,26,0,0,38,15889,0,0,1,2,40,9,1,1,38
126,31,182608,0,0,20151016,20160923,20180301,20201016,27387,3043,15510,0,41,0,0,22,15304,0,0,0,3,49,7,0,1,35
46,31,206857,1,1,20191115,20201218,20220602,20241115,6894,3447,17266,1,37,0,0,29,12794,1,0,1,0,57,8,0,1,32
125,33,263862,1,1,20190816,20200515,20220531,20240816,8794,4397,21613,1,22,0,0,31,13738,0,0,1,2,39,8,0,1,34
118,58,350736,0,0,20151016,20170721,20210714,20201016,0,5845,31155,1,46,0,0,58,32663,0,0,0,3,92,7,0,1,58
15,53,624688,5,0,20171215,20180119,20220309,20221215,20822,10411,57672,1,48,0,2,51,22814,0,0,2,3,5,2,0,1,54
2,34,187236,6,0,20180119,20181221,20220531,20230119,24960,3120,17281,0,33,0,0,26,15090,0,0,2,2,48,8,0,1,39
126,39,285043,1,1,20190118,20190517,20220530,20240118,0,4750,15174,1,20,1,2,39,16398,0,0,1,2,17,8,0,1,39
50,49,591324,6,0,20171215,20171215,20220323,20221215,0,9855,56079,1,37,1,2,49,21270,0,0,2,0,0,8,0,1,49
117,49,408258,0,1,20180420,20181221,20220512,20230420,6804,6804,39678,1,26,0,0,48,20954,1,0,0,2,35,8,0,1,50
97,54,295106,5,0,20170915,20180420,20220119,20220915,9836,4918,20475,1,31,0,1,52,23476,1,0,2,2,31,7,0,1,56
74,28,142008,1,1,20200221,20210122,20220502,20250221,4732,2366,9565,1,49,0,0,26,11489,0,0,1,2,48,8,0,1,29
77,52,283336,1,0,20170519,20170915,20210817,20220519,18888,4722,24491,0,28,1,2,48,22956,0,0,1,2,17,9,0,1,56
24,45,277107,0,1,20180817,20190426,20220514,20230817,4618,4618,19096,1,33,0,0,44,19030,1,0,0,2,36,9,0,1,46
42,60,286226,6,0,20170915,20190315,20220601,20220915,4770,4770,21287,1,31,0,0,59,26549,0,0,2,0,78,3,0,1,61
50,42,218153,5,1,20170519,20171215,20200921,20220519,18175,3635,15887,0,30,0,0,37,18915,0,0,2,2,30,9,0,1,46
38,49,360034,0,1,20180420,20181116,20220602,20230420,6000,6000,32771,1,37,0,0,48,20873,1,0,0,2,30,7,0,1,50
126,27,101459,5,0,20151120,20151218,20171230,20201120,15210,2000,11718,0,37,0,2,18,13396,1,0,2,0,4,2,0,1,30
62,48,329189,5,0,20180316,20180316,20220109,20230316,10972,5486,22058,1,59,1,2,46,20650,0,1,2,2,0,9,0,0,49
99,50,219972,1,0,20180316,20190621,20220526,20230316,18330,3666,19421,0,32,0,0,45,21416,0,0,1,0,66,8,0,1,54
50,41,243816,0,1,20180921,20190426,20220406,20230921,8126,4063,27610,1,41,0,0,39,17429,1,0,0,2,31,9,1,1,43
28,54,305489,1,0,20171117,20180420,20220512,20221117,5091,5091,21619,1,27,1,2,53,23287,0,0,1,2,22,8,0,1,55
59,30,120262,0,1,20180921,20190426,20210224,20230921,14028,2004,6858,0,24,0,0,23,13029,0,0,0,3,31,9,0,1,35
47,30,141897,0,1,20191220,20200717,20220531,20241220,4728,2364,13437,1,30,0,0,28,12356,0,0,0,2,30,8,0,1,32
62,54,300380,6,0,20171215,20181221,20220602,20221215,0,5006,25982,1,71,0,0,54,23193,0,1,2,2,53,7,0,1,54
97,44,284588,0,1,20180420,20181019,20211124,20230420,0,4743,25198,1,34,0,0,44,18950,1,0,0,2,26,9,0,1,44
15,43,119074,1,0,20170519,20170818,20201125,20220519,15872,2000,13033,0,23,1,2,35,19274,0,0,1,3,13,7,0,1,47
97,26,137958,7,0,20200221,20210528,20220520,20250221,0,2299,9938,1,32,0,0,26,10680,1,0,2,0,66,8,0,1,26
47,42,227575,7,1,20181116,20190719,20220602,20231116,0,3792,20855,1,45,0,0,42,17669,0,0,2,0,35,9,0,1,42
47,38,194428,7,1,20190315,20200221,20220502,20240315,6480,3240,15155,1,33,0,0,36,15889,1,0,2,2,49,9,0,1,39
15,59,307221,0,1,20170519,20171215,20220513,20220519,0,5120,22217,1,30,0,0,59,25687,0,0,0,2,30,7,1,1,59
28,42,246811,7,0,20181221,20191018,20220602,20231221,4113,4113,21221,1,38,0,0,41,17669,1,0,2,0,43,8,0,1,43
29,41,204159,0,0,20181116,20200117,20220516,20231116,6804,3402,19054,1,50,0,0,39,17290,1,0,0,0,61,8,0,1,43
26,44,150831,7,0,20180817,20191220,20220518,20230817,0,2513,12009,1,27,0,0,44,18651,1,0,2,2,70,9,0,1,44
62,14,67965,1,1,20210219,20211015,20220509,20260219,0,2000,6355,1,55,1,2,14,5580,0,1,1,2,34,8,0,1,14
58,41,239078,7,0,20190118,20200117,20220504,20240118,7968,3984,26061,1,37,0,0,39,17221,0,0,2,2,52,7,1,1,43
74,42,230125,7,1,20190118,20190816,20220512,20240118,3835,3835,23190,1,45,0,0,41,17741,0,0,2,0,30,7,0,1,43
37,20,134260,7,1,20200821,20210416,20220512,20250821,4474,2237,12472,1,27,0,0,18,8103,0,0,2,2,34,9,0,1,21
38,17,83750,1,1,20210122,20210820,20220601,20260122,1395,2000,6643,1,37,0,0,16,6835,0,0,1,2,30,8,0,1,18
50,52,364425,5,0,20170120,20171020,20210316,20220120,0,6073,36727,1,36,0,0,52,23370,0,0,2,0,39,7,0,1,52
23,39,209469,1,1,20190315,20190719,20220407,20240315,31419,3491,22855,0,39,1,2,30,16333,0,0,1,2,18,9,0,1,48
50,60,292012,5,0,20151120,20170915,20210129,20201120,0,4866,22801,1,39,0,0,60,29696,1,0,2,0,95,8,1,1,60
38,60,298228,0,0,20170519,20180316,20220602,20220519,9940,4970,24550,1,24,0,0,58,26066,1,0,0,2,43,8,0,1,62
97,47,335418,0,1,20180615,20190426,20220601,20230615,5590,5590,26598,1,44,0,0,46,19949,0,0,0,0,45,8,0,1,48
85,42,204751,7,0,20181116,20190920,20220603,20231116,3412,3412,18539,1,29,0,0,41,17669,0,0,2,0,44,9,0,1,43
52,40,172525,0,0,20181116,20191220,20220411,20231116,0,2875,10483,1,45,0,0,40,16909,1,0,0,2,57,9,0,1,40
50,54,322759,0,0,20160715,20170519,20201228,20210715,0,5379,22184,1,29,0,0,54,24663,0,0,0,0,44,9,1,1,54
107,56,334187,1,0,20160715,20170421,20210202,20210715,0,5569,28795,1,34,1,2,56,25491,0,0,1,2,40,8,0,1,56
122,49,181387,0,0,20151120,20160923,20191022,20201120,12092,3023,11858,0,37,0,0,45,23299,0,0,0,1,44,8,0,1,51
117,34,180802,1,0,20190816,20191115,20220601,20240816,0,3013,11654,1,28,1,2,34,14117,0,0,1,0,13,6,1,1,34
23,46,304792,0,0,20151120,20161118,20190814,20201120,5079,5079,21922,1,33,0,0,45,21979,0,0,0,0,52,8,0,1,47
84,34,169205,0,0,20190816,20200221,20220601,20240816,0,2820,13811,1,27,1,0,34,14117,0,0,0,0,27,7,1,1,34
69,54,304284,0,1,20171215,20180817,20220602,20221215,10142,5071,25039,1,60,0,0,52,23193,0,1,0,0,35,8,1,1,55
45,52,321277,1,0,20171215,20180720,20220504,20221215,0,5354,23634,1,30,1,2,52,22345,0,0,1,3,31,7,0,1,52
126,28,163078,6,0,20151120,20151120,20180119,20201120,21736,2717,11420,0,35,1,2,20,13860,0,0,2,0,0,6,1,1,35
62,30,141362,1,0,20191220,20200515,20220602,20241220,0,2356,7790,1,33,1,2,30,12356,1,0,1,3,21,8,0,1,30
45,14,61588,0,0,20170519,20180518,20180601,20220519,10260,2000,4802,0,54,0,0,4,6579,0,0,0,0,52,8,0,1,20
13,44,260182,0,0,20180817,20190719,20220602,20230817,4336,4336,21835,1,30,0,0,43,18651,1,0,0,0,48,9,0,1,45
91,53,278878,6,1,20171215,20190118,20220602,20221215,0,4647,18660,1,32,0,0,53,22814,0,0,2,0,57,8,0,1,53
85,31,150438,1,1,20191018,20200918,20220602,20241018,2507,2507,16144,1,28,0,0,30,12794,0,0,1,2,48,9,0,1,32
5,43,155405,6,1,20180119,20181116,20210705,20230119,12950,2590,14029,0,26,0,0,38,18746,0,0,2,0,43,9,0,1,44
107,21,109058,1,1,20200821,20210326,20220603,20250821,0,2000,8169,1,31,0,0,21,8482,0,0,1,2,31,9,0,1,21
97,59,401785,0,0,20151120,20161021,20201020,20201120,0,6696,32369,1,52,0,0,59,28862,0,0,0,3,48,8,0,1,59
62,26,198458,7,0,20200417,20200619,20220525,20250417,3307,3307,18936,1,50,1,2,25,10630,0,0,2,2,9,8,0,1,27
97,52,373323,0,1,20160715,20170317,20201002,20210715,6222,6222,31473,1,47,0,0,51,23824,1,0,0,0,35,9,0,1,53
97,38,178734,1,0,20190315,20200821,20220510,20240315,5956,2978,15735,1,61,0,0,36,15889,0,1,1,0,75,9,0,1,40
57,32,133337,0,1,20180420,20181221,20201110,20230420,13332,2222,13288,0,29,0,0,26,14080,0,0,0,2,35,9,0,1,37
111,15,98023,0,1,20170519,20171215,20180720,20220519,11431,2000,7588,0,34,0,0,8,7037,0,0,0,0,30,9,0,1,21
6,59,363895,5,0,20170616,20180720,20220310,20220616,0,6064,23050,1,29,0,0,59,25687,1,0,2,3,57,8,0,1,59
50,48,313640,0,1,20180420,20190118,20220510,20230420,5227,5227,26914,1,30,0,0,47,20494,0,0,0,2,39,9,0,1,49
97,54,278949,0,0,20171215,20180817,20220602,20221215,4649,4649,21333,1,38,0,0,53,23193,0,0,0,2,35,8,0,1,55
126,60,221130,0,0,20170120,20180518,20220530,20220120,7370,3685,21827,1,37,0,0,58,26973,0,0,0,3,69,5,0,1,61
71,45,283432,6,1,20171215,20180921,20210712,20221215,47230,4723,20806,0,23,0,0,35,19680,0,0,2,0,40,8,0,1,50
121,16,69858,1,1,20210219,20210618,20220602,20260219,1164,2000,5008,1,20,1,2,15,6374,0,0,1,2,17,8,0,1,17
6,28,138880,1,1,20200117,20201120,20220502,20250117,4628,2314,11593,1,23,0,0,26,11489,0,0,1,2,44,9,0,1,29
35,49,328097,6,0,20180420,20180420,20220513,20230420,0,5468,25247,1,37,1,2,49,20954,0,0,2,2,0,9,0,1,49
76,54,278921,0,0,20171117,20190719,20220601,20221117,9296,4648,21900,1,24,0,0,52,23193,0,0,0,2,87,6,1,1,55
58,60,263610,1,0,20151120,20161021,20210303,20201120,4393,4393,25229,1,26,0,0,59,30518,0,0,1,3,48,8,1,1,61
27,33,233163,1,1,20190920,20200417,20220602,20240920,7772,3886,20901,1,47,0,0,31,13676,0,0,1,2,30,8,0,1,35
125,32,139295,1,1,20170519,20180119,20191202,20220519,23210,2321,15830,0,56,0,0,22,14578,0,1,1,5,35,9,0,1,33
62,15,73753,1,1,20210319,20211119,20220601,20260319,1229,2000,5136,1,27,0,0,14,5959,0,0,1,0,35,8,0,1,16
50,58,352359,1,0,20170519,20171117,20220511,20220519,11744,5872,32139,1,38,1,2,56,25204,0,0,1,3,26,9,0,1,59
97,41,282069,1,1,20181221,20190517,20220508,20231221,4701,4701,28439,1,49,1,2,40,17221,0,0,1,2,21,9,0,1,42
20,44,252885,7,0,20180817,20190621,20220507,20230817,4214,4214,23696,1,32,0,0,43,18651,0,0,2,0,44,9,0,1,45
23,42,263793,1,0,20151120,20151218,20190606,20201120,0,4396,19488,1,51,1,2,42,20131,1,0,1,3,4,8,0,1,42
97,54,345146,1,1,20170616,20180216,20211013,20220616,57520,5752,32873,0,60,0,0,44,23752,0,1,1,4,35,7,0,1,59
50,51,371842,0,1,20180119,20180817,20220425,20230119,0,6197,27226,1,33,0,0,51,21879,0,0,0,2,30,9,0,1,51
69,51,242446,5,0,20171117,20171117,20220125,20221117,24240,4040,27724,0,55,1,2,45,22048,0,1,2,3,0,7,0,1,56
62,21,107152,1,1,20200821,20210326,20220402,20250821,7140,2000,10656,0,37,0,0,17,8482,0,0,1,2,31,9,0,1,22
10,44,285598,5,0,20171117,20180420,20210610,20221117,9518,4759,19953,1,57,0,1,42,19277,1,1,2,3,22,9,0,1,45
97,60,445360,5,1,20161021,20170721,20210903,20211021,7422,7422,37688,1,36,0,0,59,26798,0,0,2,5,39,9,1,1,61
62,46,440714,0,0,20151120,20170120,20190717,20201120,14690,7345,26847,1,43,0,0,44,21979,1,0,0,3,61,8,0,1,48
9,28,194819,1,1,20200221,20201120,20220507,20250221,3246,3246,19041,1,23,0,0,27,11489,0,0,1,2,39,8,0,1,29
50,40,214348,0,0,20161021,20171117,20200110,20211021,32148,3572,20528,0,50,0,0,31,18451,0,0,0,0,56,8,0,0,41
50,60,384069,1,0,20170120,20211119,20211213,20220120,0,6401,33088,1,39,1,2,60,26475,0,0,1,2,252,9,0,1,60
58,20,126327,0,0,20151120,20160923,20170504,20201120,21050,2105,10000,0,33,0,0,10,10072,0,0,0,3,44,8,0,1,21
53,60,390964,0,1,20161216,20180420,20220512,20211216,6516,6516,27609,1,31,0,0,59,28626,1,0,0,5,70,8,0,1,61
53,58,375005,0,0,20160715,20180720,20210428,20210715,56250,6250,31068,0,46,0,0,49,26309,0,0,0,3,105,8,0,1,61
65,59,346669,0,0,20151120,20161021,20210128,20201120,5777,5777,26892,1,31,0,0,58,29696,0,0,0,3,48,8,0,1,60
97,41,320249,7,1,20181116,20190816,20220506,20231116,0,5337,17288,1,47,0,0,41,17290,0,0,2,2,39,9,0,1,41
