"Ocupacion","NoPago","TotalMonto","EstadoContrato","Producto","FechaInicioC","FechaAdjudicación","FechaUltimoPago","FechaProyectadaFin","MontoVencido","Mensualidad","Ingresos","Legal","EdadActual","AZULEstatus","AdjudicaReal","PagosPuntuales","CostoAdmin","Genero","PersonaTipo","dtEstadoContrato","GrupoOrigenVenta","SemanasAdjud","Pagos9","Domicilia_Pago","Email","timetotV"
53,44,318331,0,0,20180817,20190920,20220602,20230817,0,5305,27617,1,26,0,0,44,18651,1,0,0,0,57,9,0,1,44
58,52,349730,6,1,20180119,20190315,20220513,20230119,11656,5828,27570,1,40,0,0,50,22345,1,0,2,3,60,8,1,1,54
5,20,148776,7,1,20200821,20210326,20220601,20250821,2479,2479,12158,1,59,0,0,19,8103,1,1,2,2,31,9,0,1,21
23,45,262858,0,0,20180420,20190426,20220525,20230420,17520,4380,19753,0,25,0,0,41,19340,1,0,0,3,53,9,1,1,47
85,15,105511,1,1,20210219,20210528,20220601,20260219,1758,2000,10430,1,43,1,2,14,5995,0,0,1,5,14,8,0,1,16
97,17,93805,5,0,20160715,20170721,20171108,20210715,7815,2000,9945,0,29,0,0,12,8313,0,0,2,3,53,7,1,1,22
46,22,166283,0,1,20170120,20170818,20181027,20220120,24939,2771,13597,0,42,0,0,13,10340,1,0,0,0,30,9,1,1,27
50,60,366544,5,0,20170421,20180119,20220316,20220421,12218,6109,26914,1,41,0,0,58,26170,0,0,2,3,39,9,0,1,62
5,18,132415,5,1,20161216,20171215,20180426,20211216,11030,2206,11504,0,23,0,0,13,8595,0,0,2,3,52,8,0,1,21
47,32,242250,6,0,20170421,20170421,20191104,20220421,20185,4037,17277,0,28,1,2,27,14629,0,0,2,2,0,8,0,1,34
50,36,250447,1,1,20190621,20191220,20220603,20240621,8348,4174,22398,1,27,0,0,34,15004,0,0,1,2,26,7,1,1,37
97,60,237366,0,0,20160617,20180216,20210504,20210617,35604,3956,21290,0,57,0,0,51,27229,0,1,0,3,87,9,0,1,63
5,41,483779,6,0,20171117,20190118,20210301,20221117,0,8062,45979,1,45,0,0,41,18057,1,0,2,3,61,9,0,1,41
106,43,306920,7,0,20180921,20200117,20220516,20230921,10230,5115,23969,1,29,0,0,41,18195,1,0,2,2,69,9,1,1,45
58,38,293131,1,1,20190315,20190315,20220525,20240315,9770,4885,26907,1,52,1,2,36,15954,0,0,1,2,0,8,0,1,40
42,38,275227,7,1,20190315,20191018,20220602,20240315,9174,4587,23322,1,37,0,0,36,15954,0,0,2,2,31,8,0,1,40
50,51,395674,0,0,20160219,20170120,20200320,20210219,0,6594,20880,1,36,0,0,51,23903,0,0,0,3,48,8,0,1,51
38,48,324649,0,1,20180518,20190517,20220601,20230518,5410,5410,23271,1,43,0,0,47,20494,1,0,0,2,52,7,0,1,49
68,50,588727,6,0,20171117,20171117,20211214,20221117,19624,9812,64684,1,53,1,2,48,21660,0,0,2,4,0,9,0,1,52
68,60,459314,0,0,20160715,20180518,20210802,20210715,0,7655,33033,1,41,0,0,60,27926,0,0,0,3,96,9,0,1,60
58,60,385269,5,0,20161216,20171020,20220531,20211216,0,6421,34729,1,25,0,0,60,29005,0,0,2,2,44,8,1,1,60
62,29,187905,0,1,20191115,20200717,20220502,20241115,0,3131,13820,1,47,0,0,29,11977,0,0,0,2,35,9,0,1,29
58,9,66894,1,0,20160219,20160318,20160901,20210219,6684,2000,6678,0,47,1,2,3,4596,1,0,1,3,4,7,0,1,15
58,54,335604,6,0,20171117,20181116,20220506,20221117,0,5593,24688,1,30,0,0,54,23193,0,0,2,3,52,9,0,1,54
69,60,409767,0,0,20170519,20180216,20220402,20220519,13658,6829,33699,1,61,0,0,58,26066,0,1,0,3,39,9,0,1,61
29,44,281395,1,1,20180921,20201218,20220602,20230921,9378,4689,25189,1,44,0,0,42,18574,0,0,1,3,117,8,0,1,45
111,38,433635,6,0,20171215,20180216,20201215,20221215,28908,7227,47612,0,51,1,2,34,16819,0,0,2,0,9,8,0,1,39
50,30,110924,1,1,20190118,20190315,20210511,20240118,18480,2000,11338,0,62,1,2,20,12901,0,1,1,0,8,9,0,1,35
97,59,415843,6,0,20170616,20190426,20220429,20220616,13860,6930,31528,1,48,0,0,57,25583,0,0,2,0,97,9,0,1,61
115,60,239273,5,0,20160715,20171020,20220516,20210715,0,3987,26135,1,26,0,0,60,31170,0,0,2,0,66,7,1,1,60
80,50,241446,6,0,20180316,20190118,20220601,20230316,0,4024,20987,1,43,0,0,50,21416,0,0,2,4,44,9,1,1,50
85,57,263544,1,0,20160219,20161118,20210219,20210219,26352,4392,23588,0,50,1,2,51,28559,0,0,1,3,39,7,0,1,59
15,57,234454,0,0,20160219,20170217,20200921,20210219,15628,3907,16686,0,24,0,0,53,26471,1,0,0,0,52,8,0,1,59
85,21,122861,7,1,20200918,20210528,20220601,20250918,0,2047,12875,1,27,0,0,21,8482,1,0,2,2,36,8,0,1,21
117,59,316273,0,0,20170616,20180720,20220531,20220616,10542,5271,16683,1,40,0,0,57,25687,0,0,0,0,57,8,0,1,61
95,44,335251,0,0,20171117,20190215,20210609,20221117,11174,5587,35528,1,30,0,0,42,19277,0,0,0,0,65,6,0,1,46
18,60,334522,0,0,20170616,20180817,20220603,20220616,11150,5575,37483,1,24,0,0,58,26066,0,0,0,0,61,9,0,1,61
46,58,325418,1,0,20170616,20180921,20220530,20220616,0,5423,17030,1,55,0,0,58,25204,0,1,1,2,66,9,0,1,58
28,28,146096,1,1,20191220,20200918,20220411,20241220,0,2434,14587,1,28,0,0,28,11542,1,0,1,0,39,9,0,1,28
4,33,144896,1,1,20190816,20190920,20220527,20240816,0,2414,14870,1,28,1,2,33,13738,0,0,1,5,5,8,1,1,33
52,41,239108,7,0,20181221,20191018,20220602,20231221,3985,3985,25776,1,49,0,0,40,17221,1,0,2,0,43,9,0,1,42
45,17,89029,1,1,20201218,20211227,20220603,20251218,1483,2000,9676,1,45,1,2,16,6793,1,0,1,2,53.4285714285714,9,0,1,18
53,54,474261,0,0,20170616,20180316,20211022,20220616,15808,7904,25597,1,55,0,0,52,23752,1,1,0,0,39,8,0,1,56
69,60,417341,5,0,20160219,20160819,20210416,20210219,13910,6955,45817,1,54,0,1,58,28865,1,0,2,3,26,9,0,1,61
50,60,317773,0,0,20160219,20161216,20210921,20210219,5296,5296,36149,1,35,0,0,59,31394,1,0,0,3,43,8,0,1,61
58,53,323253,5,0,20171117,20180420,20220228,20221117,43096,5387,31309,0,50,0,1,45,22906,0,0,2,0,22,8,1,1,55
62,20,110304,1,1,20201016,20210528,20220603,20251016,1838,2000,9700,1,54,1,2,19,8058,1,0,1,0,32,8,0,1,21
53,56,397955,6,0,20160219,20160219,20200803,20210219,6632,6632,38396,1,52,1,2,55,26047,1,0,2,3,0,9,0,1,57
101,42,232497,0,0,20181221,20200417,20220601,20231221,7748,3874,16288,1,37,0,0,40,17669,1,0,0,2,69,6,0,1,44
40,58,329709,5,0,20160219,20170217,20201001,20210219,10990,5495,28185,1,29,0,0,56,26892,0,0,2,5,52,7,0,1,60
117,28,222976,7,1,20190118,20190816,20210329,20240118,29728,3716,15987,0,31,0,0,20,12086,0,0,2,2,30,8,0,1,30
76,56,357011,1,0,20170616,20180216,20220121,20220616,11900,5950,30024,1,26,1,2,54,24438,0,0,1,3,35,9,0,1,58
97,27,168861,0,1,20180817,20190517,20201002,20230817,28140,2814,10424,0,49,0,0,17,11817,0,0,0,2,39,8,0,1,30
23,41,196330,1,0,20180817,20190719,20211229,20230817,3272,3272,16876,1,30,0,0,40,17497,0,0,1,2,48,9,0,1,42
85,41,256428,7,1,20181221,20190816,20220603,20231221,4273,4273,19266,1,34,0,0,40,17221,0,0,2,2,34,9,1,1,42
50,54,301348,0,1,20171117,20180720,20220513,20221117,0,5022,28097,1,38,0,0,54,23193,0,0,0,2,35,9,0,1,54
45,45,202498,1,1,20180615,20180720,20220602,20230615,3374,3374,16399,1,39,1,2,44,19266,1,0,1,0,5,8,0,1,46
97,54,276602,1,0,20171020,20190118,20220601,20221020,0,4610,22903,1,47,0,0,54,23383,0,0,1,3,65,8,0,1,54
97,59,338933,0,0,20170616,20180921,20220401,20220616,11296,5648,25192,1,63,0,0,57,25583,0,1,0,4,66,9,0,1,60
58,34,167427,0,1,20190816,20200515,20220602,20240816,5580,2790,13865,1,56,0,0,32,14117,0,1,0,4,39,8,0,1,35
68,48,333171,6,0,20180615,20180615,20220601,20230615,11104,5552,32445,1,34,1,2,46,20411,0,0,2,2,0,9,1,1,50
97,48,300227,0,1,20180615,20190315,20220510,20230615,0,5003,30789,1,40,0,0,48,20411,1,0,0,2,39,8,0,1,48
96,59,362961,0,0,20170616,20180720,20220603,20220616,6049,6049,26461,1,26,0,0,58,25583,0,0,0,3,57,8,1,1,60
50,49,251615,6,0,20180316,20180921,20220503,20230316,4193,4193,17362,1,44,0,1,48,20954,1,0,2,0,27,9,0,1,50
62,11,70034,0,1,20190315,20191018,20200121,20240315,5835,2000,4882,0,40,0,0,6,4831,0,0,0,3,31,9,0,1,12
11,58,245959,0,0,20160219,20161216,20210614,20210219,4099,4099,26828,1,35,0,0,57,28969,0,0,0,5,43,9,0,1,59
53,16,75614,1,1,20210219,20211015,20220601,20260219,2520,2000,6865,1,35,0,0,14,6374,1,0,1,0,34,8,0,1,17
97,43,218496,6,0,20171117,20181019,20210517,20221117,21846,3641,24802,0,27,0,0,37,18872,1,0,2,0,48,8,0,1,45
62,28,177518,7,1,20190315,20191115,20210617,20240315,26622,2958,12503,0,40,0,0,19,11974,0,0,2,3,35,9,0,1,37
23,34,165819,1,1,20190816,20200417,20220602,20240816,2763,2763,12352,1,50,0,0,33,14117,0,0,1,2,35,8,0,1,35
126,30,150900,1,1,20191220,20201120,20220518,20241220,2515,2515,8257,1,37,0,0,29,12356,1,0,1,3,48,8,0,1,31
97,47,243645,1,0,20180420,20181019,20220412,20230420,8120,4060,24463,1,64,1,2,45,20113,0,1,1,3,26,9,0,1,48
53,16,101024,1,0,20160219,20160415,20170503,20210219,11781,2000,11307,0,35,1,2,9,8010,1,0,1,0,8,9,0,1,18
5,41,265496,1,0,20181221,20190621,20220503,20231221,8848,4424,18591,1,55,1,2,39,17221,1,1,1,0,26,8,0,1,42
97,53,357578,6,0,20171215,20190215,20220509,20221215,5959,5959,21887,1,52,0,0,52,22814,0,0,2,3,61,7,0,1,54
62,21,111050,7,1,20200918,20210716,20220519,20250918,11100,2000,6608,0,23,0,0,15,8482,0,0,2,2,43,8,0,1,23
28,60,310886,0,0,20170616,20180216,20220502,20220616,5181,5181,22656,1,40,0,0,59,26549,1,0,0,0,35,8,0,1,61
50,40,289599,1,0,20190118,20190426,20220531,20240118,0,4826,22420,1,43,1,2,40,16842,0,0,1,2,14,8,0,1,40
97,54,234805,0,0,20171215,20180720,20220603,20221215,3913,3913,15570,1,62,0,0,53,23193,0,1,0,3,31,8,0,1,55
68,60,525140,5,1,20170120,20170915,20211201,20220120,8752,8752,53401,1,41,0,0,59,26973,0,0,2,3,34,9,1,1,61
50,39,242206,6,0,20170120,20170217,20200318,20220120,40360,4036,17669,0,45,1,2,29,17807,0,0,2,3,4,9,0,1,41
50,58,289792,0,0,20170616,20180817,20220601,20220616,4829,4829,21719,1,37,0,0,57,25204,0,0,0,3,61,8,0,1,59
23,56,338150,0,1,20171020,20180720,20220602,20221020,11270,5635,33013,1,40,0,0,54,24143,0,0,0,0,39,8,1,1,58
35,57,280860,0,0,20170120,20171020,20210831,20220120,4681,4681,29905,1,31,0,0,56,25395,1,0,0,0,39,8,1,1,58
69,17,118136,1,1,20201218,20210924,20220601,20251218,0,2000,13057,1,54,0,0,17,6793,0,0,1,2,40,8,1,1,17
126,28,131948,1,0,20200221,20201218,20220602,20250221,4398,2199,14436,1,25,1,2,26,11489,0,0,1,0,43,8,0,1,30
9,34,148089,1,0,20190920,20200821,20220603,20240920,2468,2468,14429,1,31,0,0,33,14117,0,0,1,2,48,8,1,1,35
69,58,395869,1,1,20170616,20180119,20220420,20220616,13194,6597,30248,1,37,1,2,56,25204,0,0,1,2,31,9,0,1,60
28,31,144405,1,0,20191220,20210122,20220503,20241220,0,2406,12777,1,35,0,0,31,12794,0,0,1,0,57,8,0,1,31
35,19,89831,7,1,20201016,20210618,20220510,20251016,2994,2000,9056,1,32,0,0,17,7679,1,0,2,2,35,8,0,1,21
50,53,292057,6,0,20171215,20181221,20220502,20221215,4867,4867,24443,1,43,0,0,52,22724,0,0,2,3,53,8,0,1,54
28,24,132560,7,1,20200619,20210326,20220602,20250619,4418,2209,8234,1,56,0,0,22,9769,1,1,2,2,40,8,0,1,25
60,50,229287,0,1,20180316,20181019,20220521,20230316,0,3821,22869,1,41,0,0,50,21416,1,0,0,3,31,8,0,1,50
97,18,165507,1,1,20201120,20210924,20220512,20251120,0,2758,11966,1,27,1,2,18,7256,0,0,1,2,44,8,0,1,18
97,60,392535,0,0,20160318,20170317,20210524,20210318,13084,6542,32070,1,34,0,0,58,29272,0,0,0,3,52,8,1,1,61
32,30,181692,0,0,20191220,20201218,20220603,20241220,6056,3028,16838,1,37,0,0,28,12356,0,0,0,2,52,8,0,1,31
58,55,709199,6,0,20170519,20170818,20211214,20220519,23638,11819,67314,1,43,1,2,53,24143,0,0,2,4,13,8,0,1,56
97,15,152810,5,0,20160318,20160318,20170406,20210318,15276,2546,16187,0,41,1,2,9,7526,1,0,2,0,0,7,1,1,16
28,56,321200,0,0,20171020,20180817,20220603,20221020,5353,5353,22250,1,33,0,0,55,24143,1,0,0,0,43,8,0,1,57
2,53,424083,6,1,20171215,20181221,20220522,20221215,14136,7068,46863,1,28,0,0,51,22814,0,0,2,0,53,8,0,1,55
91,60,282700,1,0,20161021,20200619,20220503,20211021,4711,4711,27942,1,39,0,0,59,29509,0,0,1,3,191,8,0,1,61
50,57,282635,6,0,20170915,20181019,20220516,20220915,4710,4710,29631,1,25,0,0,56,24621,0,0,2,4,57,7,0,1,58
111,54,571496,6,1,20171215,20180921,20220602,20221215,0,9524,50265,1,38,0,0,54,23193,1,0,2,2,40,8,0,1,54
97,56,325222,0,0,20170915,20180817,20220525,20220915,0,5420,29697,1,64,0,0,56,24242,0,1,0,2,48,8,0,1,56
97,16,144247,7,1,20210122,20211015,20220516,20260122,0,2404,10396,1,23,0,0,16,6414,1,0,2,2,38,8,0,1,16
69,42,391199,1,0,20181221,20190816,20220601,20231221,6519,6519,39941,1,58,1,2,41,17669,0,1,1,0,34,7,1,1,43
72,30,189260,0,1,20191220,20200717,20220601,20241220,0,3154,21365,1,38,0,0,30,12356,0,0,0,2,30,8,0,1,30
97,59,349157,0,0,20160318,20170120,20211025,20210318,5819,5819,20709,1,37,0,0,58,31278,0,0,0,0,44,8,0,1,60
97,49,313880,6,0,20180518,20190315,20220506,20230518,0,5231,29075,1,27,0,0,49,20873,1,0,2,3,43,8,0,1,49
10,57,434400,0,0,20170915,20181019,20220531,20220915,14480,7240,42385,1,52,0,0,55,24621,1,0,0,3,57,8,0,1,59
50,44,332347,6,0,20180817,20190215,20220509,20230817,0,5539,17408,1,34,0,1,44,18651,1,0,2,2,26,8,0,1,44
28,27,232874,0,0,20160318,20170217,20180424,20210318,31048,3881,15842,0,23,0,0,19,13182,1,0,0,0,48,8,0,1,33
50,56,383989,0,0,20171020,20180817,20220509,20221020,6399,6399,29867,1,25,0,0,55,24143,1,0,0,0,43,9,0,1,57
91,44,324153,0,0,20160318,20170217,20190924,20210318,48618,5402,28229,0,39,0,0,35,20799,0,0,0,0,48,7,0,1,53
63,45,301600,7,0,20180921,20190816,20220512,20230921,0,5026,21731,1,42,0,0,45,19109,0,0,2,3,47,7,0,1,45
117,35,108359,0,0,20161118,20170915,20190925,20211118,12635,2000,11204,0,28,0,0,28,16212,0,0,0,0,43,9,0,1,36
50,59,357284,0,0,20170519,20180316,20220330,20220519,0,5954,29559,1,44,0,0,59,25687,0,0,0,4,43,7,0,1,59
45,57,410301,1,0,20170915,20180720,20220601,20220915,6838,6838,30039,1,56,0,0,56,24621,0,1,1,0,44,8,0,1,58
85,18,169731,7,1,20200918,20210528,20220520,20250918,5656,2828,11596,1,31,0,0,16,7298,0,0,2,2,36,9,0,1,20
23,26,170893,1,1,20200320,20201016,20220602,20250320,2848,2848,9391,1,51,0,0,25,10630,0,0,1,3,30,9,1,1,27
97,54,396587,1,0,20171117,20181019,20220602,20221117,6609,6609,27269,1,50,0,0,53,23193,1,0,1,0,48,9,0,1,55
52,32,193023,1,0,20191018,20201120,20220516,20241018,0,3217,15843,1,22,0,0,32,13234,0,0,1,3,57,8,1,1,32
51,59,365316,5,0,20160715,20170616,20220308,20210715,0,6088,26151,1,71,0,0,59,31170,0,1,2,0,48,7,0,0,59
50,60,310186,1,0,20160318,20161216,20220408,20210318,10338,5169,19981,1,38,0,0,58,30482,0,0,1,3,39,8,0,1,61
117,29,220074,0,0,20200117,20200221,20220601,20250117,7334,3667,22908,1,51,1,0,27,11921,1,0,0,0,5,8,0,1,31
30,60,561443,5,0,20160318,20160318,20210317,20210318,18714,9357,61567,1,40,0,2,58,28457,1,0,2,4,0,8,0,1,61
25,38,262819,7,1,20190315,20191018,20220506,20240315,8760,4380,27160,1,47,0,0,36,15889,1,0,2,0,31,9,0,1,40
10,44,337726,1,1,20180921,20181116,20220516,20230921,0,5628,29499,1,29,1,2,44,18651,1,0,1,2,8,8,0,1,44
45,59,405439,0,0,20160318,20170217,20210106,20210318,6757,6757,41593,1,58,0,0,58,27219,0,1,0,3,48,8,0,1,60
45,42,290378,7,1,20181019,20190719,20220602,20231019,9678,4839,20462,1,42,0,0,40,17741,0,0,2,2,39,7,0,1,44
97,44,367756,0,0,20160318,20170616,20190913,20210318,6129,6129,35867,1,39,0,0,43,20799,0,0,0,0,65,8,0,1,45
62,15,110950,7,1,20210219,20211119,20220506,20260219,0,2000,9602,1,31,0,0,15,5995,1,0,2,2,39,8,0,1,15
58,39,323975,7,1,20190315,20191115,20220603,20240315,0,5399,26643,1,39,0,0,39,16333,0,0,2,3,35,8,0,1,39
50,51,385392,1,0,20180119,20180420,20220221,20230119,0,6423,28170,1,30,1,2,51,21964,0,0,1,2,13,8,1,1,51
69,49,355608,6,0,20180420,20181116,20220603,20230420,11852,5926,26140,1,71,0,1,47,20873,1,1,2,3,30,8,0,1,51
68,41,316859,1,0,20190118,20191115,20220601,20240118,5280,5280,22024,1,55,0,0,40,17221,0,0,1,3,43,8,0,1,42
97,50,292362,0,0,20160318,20170519,20200331,20210318,38976,4872,28374,0,48,0,0,42,23391,0,0,0,3,61,6,0,1,57
50,54,420154,0,0,20171117,20181019,20220531,20221117,7002,7002,38176,1,36,0,0,53,23287,0,0,0,0,48,8,0,1,55
102,34,255231,7,1,20190816,20200221,20220602,20240816,4253,4253,26088,1,34,0,0,33,14117,0,0,2,2,27,8,0,1,35
5,28,211450,1,0,20200117,20210122,20220504,20250117,7048,3524,17863,1,34,0,0,26,11542,0,0,1,0,53,8,0,1,30
97,45,418055,7,0,20180817,20190816,20220602,20230817,13934,6967,37568,1,53,0,0,43,19030,1,0,2,0,52,7,0,1,46
62,15,107666,1,1,20210319,20211015,20220602,20260319,0,2000,9451,1,49,0,0,15,5959,0,0,1,2,30,8,0,1,15
50,60,200593,0,0,20160318,20181116,20210927,20210318,20058,3343,22710,0,33,0,0,54,30881,1,0,0,0,139,8,0,1,66
58,28,460026,6,0,20170519,20170519,20190801,20220519,38335,7667,51281,0,43,1,2,23,12833,0,0,2,0,0,9,1,1,30
50,44,293126,6,1,20180921,20190517,20220602,20230921,0,4885,15627,1,33,0,0,44,18574,1,0,2,2,34,9,0,1,44
58,51,398670,1,1,20180316,20190426,20220507,20230316,0,6644,25523,1,39,0,0,51,21795,0,0,1,0,58,6,0,1,51
97,60,454941,5,0,20161216,20180119,20220301,20211216,0,7582,39674,1,46,0,0,60,28626,1,0,2,3,57,8,1,1,60
97,30,209049,7,1,20181019,20190621,20210312,20231019,27872,3484,21823,0,33,0,0,22,12985,0,0,2,2,35,9,0,1,34
5,17,156120,1,1,20210122,20210820,20220601,20260122,2602,2602,11882,1,27,0,0,16,6793,1,0,1,2,30,8,1,1,18
50,16,114458,1,1,20210122,20220120,20220603,20260122,0,2000,8532,1,40,0,0,16,6374,0,0,1,2,51.8571428571429,7,0,1,16
52,30,203574,1,1,20191220,20201218,20220601,20241220,6784,3392,16960,1,56,0,0,28,12356,0,1,1,2,52,8,0,1,31
113,50,324905,0,0,20170519,20180316,20210513,20220519,37905,5415,17103,0,53,0,0,43,22229,0,0,0,3,43,9,0,1,53
58,20,170436,1,1,20200918,20210618,20220603,20250918,2840,2840,10077,1,42,0,0,19,8058,0,0,1,2,39,9,0,1,21
58,45,390034,5,0,20160715,20160715,20200304,20210715,6500,6500,35350,1,33,1,2,44,20835,0,0,2,0,0,9,0,1,46
50,24,133654,0,1,20191220,20201218,20211012,20241220,8908,2227,12765,0,52,0,0,20,10041,1,0,0,3,52,6,0,1,28
48,29,195283,0,1,20200117,20201218,20220601,20250117,0,3254,21050,1,45,0,0,29,11921,0,0,0,2,48,8,0,1,29
97,15,145404,6,0,20180420,20180518,20190628,20230420,19384,2423,12756,0,51,1,2,7,6756,1,0,2,3,4,3,0,1,22
97,49,378050,6,0,20180420,20180420,20220509,20230420,12600,6300,38134,1,28,1,2,47,20873,1,0,2,0,0,8,1,1,51
85,25,186263,1,0,20160318,20170317,20180328,20210318,27936,3104,18707,0,45,0,0,16,12210,0,0,1,0,52,7,0,1,32
116,60,382343,0,1,20161216,20170818,20220517,20211216,12744,6372,33281,1,29,0,0,58,28626,1,0,0,0,35,8,0,1,61
97,38,223139,0,1,20161216,20170915,20191223,20211216,37180,3718,25458,0,34,0,0,28,17517,0,0,0,5,39,8,0,1,46
107,38,246491,7,0,20190315,20200117,20220601,20240315,8216,4108,20446,1,32,0,0,36,15889,0,0,2,2,44,9,0,1,39
11,31,329461,7,0,20190920,20190920,20220516,20240920,0,5491,23474,1,32,1,2,31,12855,0,0,2,2,0,9,0,1,31
91,29,235407,1,0,20191115,20191220,20220531,20241115,3923,3923,23753,1,31,1,2,28,11977,0,0,1,3,5,9,0,1,30
106,33,137359,1,0,20190816,20200918,20220427,20240816,4578,2289,12682,1,22,0,0,31,13738,0,0,1,0,57,8,0,1,34
52,55,271002,0,0,20171117,20181019,20220601,20221117,0,4516,24642,1,28,0,0,55,23666,0,0,0,0,48,8,0,1,55
117,44,221760,7,0,20180817,20190816,20220520,20230817,7392,3696,14683,1,27,0,0,42,18651,0,0,2,0,52,8,0,1,45
93,33,172235,1,1,20190816,20200417,20220601,20240816,5740,2870,13758,1,29,0,0,31,13738,0,0,1,2,35,7,1,1,34
11,60,330315,0,0,20160318,20170217,20220107,20210318,0,5505,36769,1,38,0,0,60,32448,0,0,0,3,48,9,1,1,60
63,34,143804,0,0,20190816,20200717,20220602,20240816,0,2396,9885,1,22,0,0,34,14117,0,0,0,2,48,8,0,1,34
96,59,276913,0,0,20170616,20181019,20220513,20220616,4615,4615,18504,1,45,0,0,58,25583,1,0,0,0,70,9,0,1,60
117,58,310906,0,0,20160318,20170120,20201110,20210318,10362,5181,24854,1,27,0,0,56,26800,0,0,0,0,44,9,0,1,59
85,37,189696,7,1,20190315,20200117,20220511,20240315,3161,3161,11969,1,25,0,0,36,15510,1,0,2,2,44,9,0,1,38
117,60,274617,5,0,20160715,20170721,20220501,20210715,4576,4576,18641,1,32,0,0,59,30789,0,0,2,3,53,8,0,1,61
126,58,372380,0,0,20170217,20180316,20211125,20220217,6206,6206,30727,1,52,0,0,57,25596,0,0,0,3,56,8,0,1,59
62,39,215248,1,0,20190118,20190215,20220428,20240118,35870,3587,25108,0,22,1,2,29,16461,0,0,1,2,4,7,0,1,46
112,24,134160,1,1,20200619,20210219,20220503,20250619,2236,2236,12420,1,44,0,0,23,9769,0,0,1,2,35,8,0,1,25
103,40,153380,0,0,20160318,20170915,20190514,20210318,12780,2556,14716,0,53,0,0,35,19032,0,0,0,0,78,9,0,1,42
123,59,327662,0,0,20170616,20180518,20220520,20220616,5461,5461,25861,1,37,0,0,58,25687,0,0,0,0,48,8,1,1,60
18,34,160804,1,0,20190816,20191220,20220504,20240816,2680,2680,11475,1,27,1,2,33,14117,0,0,1,0,18,7,0,1,35
50,30,165515,0,1,20191220,20200918,20220603,20241220,2758,2758,14087,1,40,0,0,29,12356,0,0,0,2,39,8,0,1,31
126,60,453330,0,0,20160318,20170721,20210406,20210318,0,7555,38837,1,43,0,0,60,29891,0,0,0,3,70,7,0,1,60
85,56,335209,0,0,20170915,20180720,20220509,20220915,11172,5586,25500,1,29,0,0,54,24242,0,0,0,0,44,8,1,1,58
69,54,276261,6,0,20171117,20181019,20220603,20221117,9208,4604,26214,1,59,0,0,52,23193,1,1,2,0,48,9,1,1,55
50,46,236478,0,0,20180615,20190426,20220520,20230615,0,3941,23077,1,46,0,0,46,19570,1,0,0,2,45,9,0,1,46
62,51,346431,0,1,20180119,20180817,20220516,20230119,5773,5773,30008,1,45,0,0,50,21879,1,0,0,2,30,9,0,1,52
69,30,140859,0,0,20160318,20170421,20180716,20210318,9388,2347,11460,0,53,0,0,26,14563,0,0,0,0,57,8,0,1,31
22,59,293796,0,0,20170616,20180316,20220503,20220616,9792,4896,27218,1,34,0,0,57,25583,1,0,0,0,39,9,0,1,61
20,44,301939,0,1,20180817,20190621,20220601,20230817,5032,5032,21653,1,55,0,0,43,18651,0,0,0,0,44,8,0,1,45
28,47,398213,5,0,20170120,20170217,20201001,20220120,13272,6636,38594,1,34,0,2,45,21292,0,0,2,3,4,8,0,1,49
5,57,311254,6,0,20170915,20180921,20220513,20220915,5187,5187,29136,1,33,0,0,56,24621,1,0,2,0,53,8,0,1,58
121,47,219573,0,1,20180316,20181116,20211220,20230316,7318,3659,21817,1,43,0,0,45,20262,1,0,0,3,35,8,0,1,48
62,53,282072,0,0,20171117,20181221,20220516,20221117,4701,4701,27535,1,26,0,0,52,22814,0,0,0,2,57,9,0,1,54
77,48,250565,0,0,20160318,20170120,20200121,20210318,41760,4176,26312,0,28,0,0,38,22534,0,0,0,3,44,8,0,1,52
69,23,114076,0,1,20200221,20201218,20220413,20250221,7604,2000,8332,0,69,0,0,19,9566,0,1,0,4,43,8,0,1,27
121,16,76933,1,1,20201218,20210820,20220509,20251218,0,2000,6963,1,36,0,0,16,6414,0,0,1,2,35,9,0,1,16
126,39,181813,0,0,20170616,20180518,20200831,20220616,18180,3030,18511,0,23,0,0,33,17526,0,0,0,0,48,9,0,1,45
125,60,281055,0,0,20160318,20170217,20220517,20210318,4684,4684,20004,1,37,0,0,59,32448,0,0,0,0,48,8,0,1,61
84,53,282186,1,1,20180119,20180420,20220601,20230119,0,4703,27294,1,26,1,2,53,22724,0,0,1,2,13,7,0,1,53
52,33,154317,1,1,20190920,20210122,20220506,20240920,5142,2571,12905,1,54,0,0,31,13676,0,0,1,0,70,7,1,1,34
50,25,140579,7,0,20200417,20210326,20220601,20250417,2342,2342,14615,1,32,0,0,24,10202,0,0,2,2,49,9,0,1,26
62,43,519426,1,1,20180119,20180720,20210621,20230119,8657,8657,35165,1,49,1,2,42,18809,1,0,1,3,26,8,0,1,44
106,50,333795,0,0,20160318,20170421,20200306,20210318,11126,5563,34869,1,29,0,0,48,23391,1,0,0,3,57,8,1,1,51
117,51,228198,0,0,20180316,20181019,20220506,20230316,3803,3803,21840,1,27,0,0,50,21795,0,0,0,2,31,8,0,1,52
20,60,260166,5,0,20160318,20170317,20210525,20210318,4336,4336,19137,1,27,0,0,59,29272,1,0,2,0,52,8,0,1,61
15,41,209344,7,0,20181221,20191115,20220405,20231221,6978,3489,16308,1,49,0,0,39,17221,1,0,2,0,47,9,0,1,43
